순취득",수출,최종수요계,총수요계,총산출,수입,생산물세(수입),수입계,도소매마진,화물운임,총공급계,,
262,시멘트,56 ,37 ,11 ,28 ,37 ,8 ,49 ,31 ,1 ,1 ,0 ,48 ,68 ,97 ,10 ,16 ,31 ,12 ,69 ,7 ,32 ,8 ,9 ,9 ,19 ,9 ,28 ,38 ,5 ,27 ,19 ,2 ,14 ,40 ,112 ,10 ,83 ,4 ,27 ,15 ,107 ,11 ,99 ,10 ,17 ,23 ,8 ,22 ,597 ,2 ,11 ,8 ,"4,907 ","301,705 ","2,781,325 ","18,891 ",121 ,464 ,4 ,33 ,33 ,423 ,165 ,"2,825 ",22 ,429 ,"3,541 ",48 ,3 ,1 ,5 ,46 ,27 ,6 ,11 ,3 ,4 ,26 ,1 ,8 ,10 ,16 ,5 ,7 ,23 ,129 ,291 ,"1,238 ",15 ,12 ,13 ,59 ,336 ,12 ,1 ,13 ,5 ,1 ,1 ,2 ,473 ,289 ,696 ,47 ,17 ,36 ,14 ,298 ,"2,936 ",234 ,"39,319 ","78,757 ","30,739 ","71,614 ","49,803 ","4,665 ","3,028 ","6,248 ",1 ,19 ,997 ,5 ,66 ,73 ,4 ,32 ,2 ,11 ,115 ,"3,939 ",66 ,105 ,25 ,21 ,287 ,52 ,12 ,137 ,76 ,121 ,47 ,20 ,0 ,341 ,83 ,693 ,"2,920 ",26 ,237 ,"2,534 ","2,326 ","1,718 ",287 ,352 ,"2,627 ",60 ,306 ,715 ,340 ,620 ,137 ,"1,613 ",53 ,"1,467 ",141 ,"3,434,350 ","5,891 ",0 ,0 ,0 ,"-25,717 ",0 ,"236,997 ","217,171 ","3,651,521 ","3,609,625 ","40,450 ","1,446 ","41,896 ",0 ,0 ," 3,651,521 ",,
263,콘크리트 제품,0 ,0 ,71 ,0 ,"13,602 ",0 ,0 ,0 ,8 ,0 ,0 ,"5,129 ","2,310 ",521 ,0 ,0 ,528 ,60 ,"6,390 ",0 ,0 ,521 ,0 ,163 ,232 ,0 ,5 ,"1,451 ",6 ,"7,128 ",104 ,0 ,0 ,0 ,113 ,0 ,"43,791 ","1,723 ","7,343 ","6,342 ","15,933 ",735 ,434 ,"1,716 ",703 ,"4,429 ","2,658 ","4,311 ","32,226 ",37 ,"5,104 ","3,431 ",967 ,758 ,"77,421 ","10,449 ","3,690 ","23,378 ","1,268 ","2,225 ","12,351 ","5,218 ","1,880 ","39,201 ","4,361 ","6,767 ","3,663 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,36 ,33 ,739 ,12 ,722 ,77 ,21 ,19 ,2 ,112 ,120 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,662 ,172 ,"4,010 ",7 ,"15,705 ",0 ,"2,036 ","14,566 ","7,467 ","1,209 ","5,474,745 ","4,607,491 ","700,983 ","2,434,056 ","1,312,911 ","835,900 ","234,301 ","3,558 ",0 ,"2,534 ",653 ,0 ,"18,329 ","5,835 ",0 ,"3,640 ",0 ,0 ,"105,201 ","16,366 ",72 ,0 ,0 ,0 ,68 ,0 ,6 ,29 ,0 ,0 ,0 ,0 ,"11,863 ",0 ,0 ,0 ,0 ,35 ,935 ,724 ,940 ,"43,356 ",527 ,"9,274 ","55,687 ",0 ,"15,087 ","3,441 ",0 ,341 ,"41,873 ",0 ,34 ,0 ,848 ,"16,352,238 ","6,917 ",0 ,0 ,0 ,"43,629 ",0 ,"119,989 ","170,535 ","16,522,773 ","16,412,287 ","106,307 ","4,179 ","110,486 ",0 ,0 ," 16,522,773 ",,
269,기타 비금속광물제품,"1,622 ","1,802 ","2,722 ",164 ,"6,813 ",386 ,"1,831 ","1,033 ",2 ,49 ,0 ,"3,000 ","-14,019 ","-1,067 ",0 ,"3,032 ","-3,618 ","-1,345 ","5,719 ",-558 ,"-12,797 ",-634 ,0 ,-6 ,-47 ,-77 ,782 ,300 ,"2,668 ","5,483 ","10,095 ",492 ,-156 ,"2,336 ","5,738 ","2,181 ","17,401 ","5,923 ","14,257 ","3,996 ","4,675 ",-386 ,"2,665 ","6,377 ","-92,847 ","-68,403 ","316,552 ","-36,803 ","32,849 ",-165 ,"4,376 ","262,746 ","136,171 ","64,713 ","333,335 ","816,133 ","39,670 ","543,251 ","68,421 ","326,361 ","45,515 ","22,163 ","252,639 ","80,727 ","76,009 ","31,463 ","119,873 ","34,179 ","63,190 ","-7,030 ","-1,426 ",256 ,"-1,288 ",53 ,"2,601 ","2,118 ","3,733 ","56,559 ","378,571 ","45,860 ","2,970 ","82,303 ","4,511 ","9,000 ","23,719 ","6,582 ","25,184 ","32,246 ",86 ,"16,824 ","2,751 ","10,540 ","11,334 ","3,004 ",221 ,"183,202 ","3,935 ","1,195 ",724 ,"5,194 ","26,862 ","35,800 ","45,853 ","-89,755 ",-174 ,"-21,066 ","64,097 ","26,979 ","-14,172 ","24,396 ","725,138 ","1,738,627 ","152,243 ","971,641 ","757,152 ","28,705 ","17,607 ","-26,620 ",0 ,-2 ,53 ,735 ,-110 ,"3,426 ",-24 ,-8 ,0 ,0 ,"5,166 ",-117 ,"2,665 ",0 ,0 ,0 ,0 ,0 ,-274 ,20 ,0 ,0 ,0 ,0 ,0 ,-100 ,0 ,"35,046 ",0 ,829 ,"5,428 ","28,440 ","62,579 ","-1,844 ","5,619 ",0 ,"207,101 ",-4 ,-952 ,"7,320 ","-1,277 ","1,486 ","44,674 ","-10,180 ","3,136 ",0 ,146 ,"9,318,774 ","101,688 ",0 ,0 ,0 ,"12,569 ",0 ,"1,126,439 ","1,240,696 ","10,559,470 ","8,739,456 ","1,732,917 ","87,097 ","1,820,014 ",0 ,0 ," 10,559,470 ",,
271,선철 및 조강,0 ,0 ,0 ,0 ,-14 ,0 ,0 ,0 ,-382 ,0 ,-28 ,"-1,395 ",-831 ,-184 ,-19 ,-109 ,-197 ,-366 ,-219 ,-127 ,-8 ,-233 ,-40 ,-222 ,-352 ,-211 ,"-4,807 ",-262 ,-317 ,-25 ,-231 ,-60 ,"-1,745 ",-804 ,-54 ,-126 ,-462 ,-120 ,0 ,"2,559 ",-32 ,-501 ,-80 ,-359 ,-121 ,-30 ,-1 ,"-3,530 ",-923 ,-123 ,"-1,261 ","-1,105 ",-240 ,"30,134 ","-8,627 ",-653 ,"448,193 ","5,600,443 ","1,375,483 ","685,890 ","32,071 ","20,085 ","504,987 ","-77,801 ","-37,780 ","-45,865 ","-82,757 ","-7,654 ","-7,930 ","-1,844 ","-8,308 ","-1,000 ","-1,328 ","-2,224 ","-2,680 ",-320 ,"-7,755 ","-9,376 ","-2,266 ","-1,422 ","-16,299 ","-3,185 ","-9,899 ","-9,634 ","-36,950 ","-58,509 ","-14,019 ","-9,133 ","-33,799 ","-4,248 ","562,257 ","-11,471 ","-26,751 ","-13,055 ","-6,905 ","38,892 ","-179,844 ","-4,282 ","-1,876 ","-1,841 ","-2,124 ",-652 ,"23,432 ","-2,909 ",-4 ,-33 ,0 ,0 ,0 ,"-33,212 ","-112,518 ","-123,788 ","-38,797 ","-24,618 ","-20,032 ","-12,295 ","-21,647 ",0 ,"-3,299 ","-7,086 ",-605 ,0 ,-139 ,-266 ,-135 ,-73 ,0 ,0 ,"-1,784 ",-161 ,0 ,0 ,-21 ,0 ,0 ,0 ,0 ,0 ,-35 ,-5 ,0 ,-15 ,0 ,-208 ,-301 ,"31,992 ",0 ,-198 ,-73 ,"2,696 ","-1,004 ",0 ,0 ,0 ,0 ,-39 ,"-18,030 ",-155 ,-78 ,-140 ,"-1,022 ",0 ,"-8,656 ",0 ,136 ,"8,151,547 ","-314,583 ",0 ,"-1,434,925 ","-45,684 ","-131,247 ",0 ,"1,303,675 ","-622,764 ","7,528,783 ","3,568,558 ","3,956,941 ","3,284 ","3,960,225 ",0 ,0 ," 7,528,783 ",,
272,열간압연강재,7 ,"33,402 ","5,695 ","9,451 ","8,814 ",3 ,"6,292 ","7,330 ","2,508 ",799 ,233 ,"3,459 ",6 ,9 ,0 ,13 ,5 ,"4,900 ",24 ,"1,148 ","4,301 ",1 ,"3,371 ",5 ,722 ,1 ,"7,576 ",36 ,609 ,203 ,"1,596 ",106 ,"21,222 ","4,832 ",488 ,"2,448 ","445,367 ","38,491 ","103,157 ","17,698 ","66,559 ",361 ,"7,028 ","3,930 ","4,535 ","1,778 ","3,516 ","18,577 ","96,725 ","111,421 ","34,503 ","1,078 ",897 ,"8,750 ","414,455 ","10,115 ","10,596 ","5,019,234 ","1,845,283 ","3,937,976 ","3,211 ","130,639 ","106,733 ","2,886,455 ","584,836 ","867,486 ","1,821,944 ","4,797 ","2,886 ","2,704 ","34,118 ",430 ,"4,046 ","1,946 ","35,147 ",632 ,"96,349 ","168,689 ","4,614 ","55,167 ","73,355 ","81,953 ","197,357 ","236,366 ","311,233 ","170,242 ","278,884 ","205,221 ","294,171 ","108,988 ","161,641 ","87,691 ","171,471 ","304,544 ","175,321 ","2,355,552 ","4,132,509 ","102,701 ","40,581 ","82,656 ","168,633 ","57,813 ","153,559 ","87,849 ","114,592 ","101,066 ","68,278 ","11,060 ","2,963 ","6,763 ","4,477,985 ","4,510,883 ","503,755 ","1,494,280 ","1,852,141 ","1,348,745 ","452,080 ",520 ,435 ,642 ,"3,418 ",141 ,"12,137 ","1,012 ",471 ,235 ,0 ,0 ,30 ,3 ,2 ,2 ,2 ,1 ,4 ,37 ,1 ,25 ,3 ,1 ,5 ,2 ,0 ,925 ,12 ,"22,781 ",13 ,4 ,11 ,"1,064 ","1,640 ",3 ,1 ,55 ,"1,919 ",0 ,"3,148 ","3,381 ","19,272 ",25 ,34 ,88 ,"1,035 ","6,615 ","6,051 ","44,218,562 ","6,340 ",0 ,0 ,0 ,"-268,003 ",0 ,"12,819,058 ","12,557,395 ","56,775,957 ","49,376,297 ","7,335,745 ","63,915 ","7,399,660 ",0 ,0 ," 56,775,957 ",,
273,냉간압연강재,0 ,0 ,0 ,"1,168 ",237 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,328 ",0 ,47 ,0 ,0 ,262 ,"13,086 ",0 ,77 ,"58,210 ","90,396 ","3,239,647 ","5,286 ","19,763 ","9,475 ","177,329 ","170,220 ","290,306 ","115,105 ","5,149 ","32,995 ",982 ,"7,558 ","4,918 ","3,251 ",453 ,"39,939 ",354 ,"50,129 ","71,605 ","1,781 ","1,769 ","26,506 ","36,739 ","7,191 ","10,497 ","55,803 ","6,089 ","9,368 ","16,404 ","21,457 ","3,808 ","23,053 ","2,732 ","10,970 ","1,233,980 ","29,902 ","1,267,600 ","169,556 ","21,988 ","2,284 ","30,513 ","35,595 ","11,500 ","90,542 ",404 ,0 ,0 ,0 ,0 ,0 ,0 ,"16,440 ","18,946 ","4,894 ","7,134 ","35,669 ","8,427 ","8,566 ",0 ,0 ,216 ,0 ,25 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"150,196 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,"2,249 ",0 ,0 ,0 ,894 ,0 ,2 ,"7,790,970 ",297 ,0 ,0 ,0 ,"-149,273 ",0 ,"5,003,157 ","4,854,181 ","12,645,151 ","10,987,376 ","1,655,118 ","2,657 ","1,657,775 ",0 ,0 ," 12,645,151 ",,
279,기타 철강1차제품,0 ,119 ,12 ,485 ,191 ,0 ,132 ,163 ,990 ,2 ,355 ,"2,064 ",9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,278 ,59 ,0 ,0 ,481 ,0 ,6 ,220 ,"1,262 ",0 ,16 ,"3,732 ",116 ,326 ,104 ,"3,077 ",0 ,23 ,172 ,221 ,71 ,"2,533 ",848 ,"2,965 ",6 ,"1,683 ",521 ,157 ,"3,498 ","36,923 ","9,834 ",526 ,"1,473,254 ","7,215 ","1,628,364 ",205 ,"10,360 ","12,208 ","1,940,703 ","583,851 ","1,405,990 ","1,743,542 ","271,533 ","143,303 ","10,344 ","74,278 ","2,532 ","7,365 ","14,363 ","66,891 ","1,725 ","267,677 ","701,145 ","27,896 ","10,673 ","200,224 ","224,785 ","27,399 ","72,275 ","93,440 ","272,754 ","505,516 ","563,120 ","107,291 ","102,066 ","409,097 ","149,946 ","162,011 ","1,369,173 ","70,807 ","1,824,420 ","463,563 ","7,418 ","2,292 ","8,645 ","201,264 ","38,317 ","145,690 ","6,012 ","4,197 ",747 ,0 ,0 ,"1,387 ",116 ,"399,511 ","795,605 ","307,676 ","120,863 ","183,356 ","407,059 ","144,591 ",0 ,2 ,35 ,7 ,9 ,0 ,90 ,"8,282 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,227 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"81,654 ",0 ,0 ,0 ,"5,361 ",0 ,0 ,0 ,0 ,232 ,0 ,0 ,0 ,"3,869 ",0 ,0 ,0 ,421 ,0 ,12 ,"19,972,431 ",630 ,0 ,0 ,0 ,"-313,685 ",0 ,"6,727,005 ","6,413,950 ","26,386,381 ","24,689,286 ","1,695,800 ","1,295 ","1,697,095 ",0 ,0 ," 26,386,381 ",,
281,비철금속괴,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-17 ,0 ,0 ,-98 ,0 ,-330 ,0 ,0 ,-446 ,-18 ,0 ,"-2,071 ",-158 ,-52 ,-129 ,0 ,-24 ,-34 ,-8 ,-115 ,149 ,-244 ,0 ,0 ,0 ,-13 ,-993 ,-69 ,-30 ,"-2,111 ",-208 ,"24,820 ","50,306 ",-775 ,"-1,115 ","125,862 ",320 ,"50,132 ","6,312 ","1,333,482 ",-88 ,"15,996 ",7 ,-75 ,"-3,652 ","87,462 ",542 ,-5 ,"-4,085 ",223 ,"52,647 ","94,950 ","1,676,033 ","4,671,905 ","9,608,061 ","673,389 ","328,230 ","-43,265 ","430,854 ","260,331 ","1,817,588 ","49,283 ","15,727 ","38,161 ","3,940 ","1,659 ","-14,137 ","105,379 ","1,434 ","-7,108 ","-6,550 ","2,214,610 ","2,785,112 ","6,273 ","8,065 ","4,765 ",429 ,"35,094 ",985 ,"4,021 ","-23,455 ",597 ,332 ,"11,914 ",645 ,"2,029 ","17,387 ",-145 ,"1,115,939 ","5,949 ","-1,564 ","-1,341 ",299 ,"1,819 ","758,824 ","181,523 ",-993 ,0 ,0 ,0 ,"-9,616 ",0 ,"-26,650 ",0 ,0 ,0 ,"-2,910 ","-21,175 ","-44,759 ","-12,777 ","-4,553 ",-104 ,"-4,496 ",0 ,0 ,0 ,0 ,-758 ,-316 ,0 ,0 ,-13 ,-23 ,"-7,242 ",-731 ,0 ,0 ,0 ,0 ,"-1,261 ",0 ,0 ,0 ,0 ,0 ,0 ,-710 ,-84 ,"6,883 ",0 ,-111 ,0 ,753 ,0 ,0 ,0 ,0 ,56 ,0 ,-216 ,"367,048 ",-14 ,-4 ,"-1,131 ","-9,780 ","-1,049 ",0 ,293 ,"28,790,824 ","-147,652 ",0 ,"-493,652 ","-7,396 ","37,734 ","298,147 ","8,606,778 ","8,293,959 ","37,084,783 ","22,983,259 ","14,030,357 ","71,167 ","14,101,524 ",0 ,0 ," 37,084,783 ",,
282,비철금속 1차제품,0 ,0 ,402 ,0 ,0 ,"1,223 ","3,168 ",0 ,128 ,0 ,0 ,0 ,"6,035 ",0 ,0 ,0 ,726 ,0 ,"2,547 ",0 ,"1,239 ",108 ,0 ,0 ,0 ,653 ,293 ,0 ,0 ,0 ,171 ,0 ,"2,705 ","3,936 ",834 ,"3,596 ","16,069 ",906 ,"6,189 ","47,165 ","7,032 ",0 ,"4,678 ","1,362 ","5,283 ","3,801 ","377,532 ","33,522 ","195,522 ",770 ,"7,509 ","2,778 ","7,787 ",367 ,"1,015 ","8,297 ","4,370 ","79,034 ","15,266 ","25,963 ","353,280 ","621,037 ","81,543 ","2,013,453 ","241,236 ","388,071 ","1,530,137 ","1,677,911 ","209,001 ","638,199 ","406,036 ","25,328 ","234,491 ","27,763 ","114,679 ","12,825 ","282,826 ","680,466 ","863,403 ","2,234,247 ","83,535 ","471,722 ","22,996 ","101,301 ","158,033 ","30,947 ","526,143 ","170,189 ","14,919 ","10,733 ","33,395 ","130,550 ","85,621 ","46,428 ","12,913 ","618,481 ","40,991 ","1,321 ","261,889 ","24,204 ","118,834 ","183,822 ","115,419 ","40,674 ","6,845 ",0 ,651 ,"15,148 ","3,689 ","5,881 ","247,421 ","287,853 ","56,134 ","29,514 ","4,167 ","11,459 ","14,401 ","1,823 ",0 ,0 ,0 ,"50,749 ","5,272 ",0 ,"6,655 ",0 ,0 ,0 ,"20,090 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30 ,0 ,"46,814 ",0 ,0 ,0 ,690 ,0 ,0 ,0 ,0 ,130 ,0 ,"1,482 ","14,127 ",992 ,3 ,0 ,0 ,186 ,0 ,9 ,"17,653,188 ","11,954 ",0 ,0 ,0 ,"-110,116 ",0 ,"7,067,901 ","6,969,739 ","24,622,927 ","19,002,919 ","5,501,877 ","118,131 ","5,620,008 ",0 ,0 ," 24,622,927 ",,
290,금속 주물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,28 ,0 ,53 ,0 ,61 ,2 ,0 ,1 ,0 ,0 ,3 ,8 ,171 ,0 ,16 ,10 ,"4,331 ",113 ,292 ,0 ,2 ,"75,094 ",0 ,"7,230 ",0 ,"10,340 ","77,141 ","374,959 ","136,782 ","347,842 ","484,290 ","69,092 ","9,822 ","14,202 ","42,016 ",443 ,"6,540 ","1,787 ","48,630 ",511 ,"50,371 ","179,519 ","6,300 ","75,784 ","48,445 ","123,750 ","222,720 ","392,200 ","549,005 ","175,282 ","185,992 ","282,133 ","235,385 ","44,570 ","616,058 ","54,015 ","127,091 ","5,988 ","2,056 ","731,327 ","18,636 ",382 ,33 ,0 ,190 ,63 ,29 ,"1,648 ",0 ,0 ,"73,314 ",0 ,0 ,0 ,"16,340 ","25,301 ","16,059 ","18,875 ","75,519 ","9,918 ","4,728 ",0 ,0 ,0 ,0 ,37 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,223 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,301 ,0 ,0 ,"1,060 ",0 ,0 ,0 ,0 ,0 ,0 ,1 ,"6,082,468 ",0 ,0 ,0 ,0 ,"-56,697 ",0 ,"162,183 ","105,486 ","6,187,954 ","6,044,384 ","142,629 ",941 ,"143,570 ",0 ,0 ," 6,187,954 ",,
301,구조용 금속제품 및 탱크,0 ,490 ,94 ,"3,448 ","8,303 ",5 ,"6,881 ",115 ,"8,820 ","4,099 ","1,554 ","21,635 ",573 ,117 ,0 ,487 ,"6,810 ","8,083 ","6,961 ",59 ,0 ,"1,535 ",0 ,1 ,479 ,65 ,215 ,"1,104 ",242 ,796 ,"16,375 ",175 ,915 ,227 ,352 ,143 ,"1,532,594 ","62,078 ","119,045 ","155,670 ","88,621 ",36 ,479 ,"1,369 ","8,571 ","5,592 ","1,081 ","3,261 ","64,820 ",28 ,143 ,"2,368 ","2,152 ","1,900 ","14,875 ","7,000 ",147 ,"22,665 ",945 ,"6,529 ",835 ,"1,302 ","10,838 ","3,925,392 ","68,714 ","18,287 ","68,960 ","19,079 ","5,741 ",407 ,"2,400 ","1,771 ","1,406 ","1,797 ","14,206 ","1,482 ","3,622 ","13,058 ",657 ,"3,135 ","16,847 ","4,317 ","48,143 ","11,846 ","12,092 ","78,083 ","57,293 ","35,622 ","10,973 ","1,704 ","3,522 ","45,958 ","13,944 ","34,485 ","20,846 ","9,439 ","3,288,249 ","16,828 ","5,467 ","27,717 ","18,488 ","8,282 ","141,283 ","273,907 ","53,094 ","25,867 ","1,364 ","148,395 ","23,800 ","5,195 ","5,259,064 ","6,425,489 ","1,489,978 ","1,502,203 ","489,171 ","1,097,742 ","417,504 ","261,116 ",529 ,"3,639 ","22,741 ",715 ,"63,000 ","28,409 ","99,586 ","19,676 ",0 ,"5,917 ","208,759 ","29,101 ","1,865 ",421 ,24 ,0 ,"3,408 ",0 ,0 ,274 ,214 ,0 ,0 ,0 ,"7,701 ","13,866 ","2,217 ","68,668 ",0 ,"2,878 ",295 ,"100,172 ","41,905 ","42,869 ","31,228 ","93,977 ","26,940 ","7,598 ","57,679 ","22,513 ","228,324 ","27,348 ","101,722 ",0 ,851 ,0 ,"9,837 ","29,128,399 ","44,115 ",0 ,"4,247,107 ","55,347 ","-115,583 ",0 ,"2,988,799 ","7,219,785 ","36,348,184 ","35,460,020 ","876,222 ","11,942 ","888,164 ",0 ,0 ," 36,348,184 ",,
302,"금속단조, 야금 및 압형제품","1,551 ","1,526 ",852 ,566 ,"1,388 ",54 ,"1,400 ",399 ,96 ,103 ,0 ,"18,727 ","1,175 ",214 ,365 ,349 ,"1,451 ","1,119 ","2,405 ",12 ,"1,946 ",9 ,131 ,361 ,899 ,93 ,"1,248 ","20,385 ","7,666 ",665 ,"3,851 ",0 ,"1,210 ","2,066 ","1,779 ",766 ,"2,966 ",198 ,"2,886 ","1,468 ","2,445 ",585 ,"16,639 ",206 ,445 ,"44,369 ",328 ,749 ,"8,443 ","2,702 ","64,142 ","63,101 ",428 ,0 ,"14,301 ","2,521 ",205 ,"9,975 ",376 ,"6,527 ",779 ,"4,130 ",838 ,"183,741 ","174,854 ","304,727 ","465,951 ","11,961 ","57,200 ","3,655 ","20,948 ","1,579 ","257,142 ","13,941 ","301,192 ","5,770 ","10,341 ","24,439 ","12,763 ","2,202 ","288,554 ","19,219 ","860,133 ","52,695 ","122,950 ","48,362 ","47,832 ","49,506 ","44,789 ","14,383 ","72,241 ","70,339 ","53,731 ","2,340,625 ","57,748 ","3,432,935 ","155,257 ","4,301 ","42,611 ","6,411 ","93,868 ","19,011 ","63,866 ","91,065 ","3,838 ",0 ,0 ,"10,375 ","6,311 ","2,575 ","16,520 ","3,968 ","6,173 ","6,884 ","3,946 ","8,446 ","2,656 ","219,303 ",26 ,"16,983 ","1,752 ","27,105 ","9,695 ","1,227 ","20,524 ","7,391 ",147 ,"5,561 ","197,530 ","17,214 ",479 ,104 ,18 ,90 ,"1,336 ",13 ,36 ,929 ,432 ,848 ,122 ,534 ,0 ,756 ,"10,203 ","6,729 ","7,780 ","1,052 ",770 ,"5,562 ","8,060 ","3,140 ","3,087 ","3,132 ","2,579 ",0 ,"33,852 ",54 ,"27,010 ","2,629 ","1,457 ","14,098 ","392,447 ","5,641 ",164 ,"11,364,710 ",0 ,0 ,0 ,0 ,"80,317 ",0 ,"589,760 ","670,077 ","12,034,787 ","11,441,521 ","581,171 ","12,095 ","593,266 ",0 ,0 ," 12,034,787 ",,
303,금속처리 및 가공품,23 ,121 ,77 ,"1,478 ",904 ,63 ,"1,094 ",522 ,334 ,57 ,41 ,"2,896 ","3,162 ","1,756 ",8 ,106 ,248 ,"1,577 ","17,072 ",346 ,"10,053 ",682 ,0 ,116 ,"2,522 ","1,994 ","7,628 ","30,854 ","3,646 ","11,204 ","8,116 ",219 ,"2,814 ","7,303 ","6,862 ",58 ,"51,385 ",391 ,"1,776 ","2,404 ","8,391 ","1,599 ","76,548 ","1,853 ",610 ,"13,796 ","2,088 ","28,754 ","73,149 ","2,023 ","65,135 ","38,333 ","3,984 ",843 ,"19,044 ","5,821 ",513 ,"169,962 ","16,875 ","118,953 ","23,454 ","160,972 ","161,839 ","2,472,544 ","714,464 ","1,708,296 ","2,308,440 ","150,693 ","23,387 ","75,858 ","183,876 ",964 ,"8,297 ","28,099 ","526,723 ","17,234 ","262,387 ","1,001,152 ","12,516 ","238,210 ","388,997 ","930,915 ","278,836 ","636,927 ","1,375,953 ","1,002,227 ","1,245,393 ","1,039,706 ","617,964 ","534,528 ","1,394,961 ","1,429,981 ","1,134,248 ","160,799 ","34,023 ","2,410,080 ","1,302,900 ","143,191 ","63,882 ","101,109 ","94,068 ","68,302 ","219,586 ","12,305 ",244 ,417 ,11 ,"2,050 ","2,787 ","1,267 ","2,881 ","13,114 ","10,041 ","7,106 ","4,402 ","4,752 ",306 ,"31,001 ",4 ,361 ,631 ,88 ,"2,280 ",340 ,"2,990 ","1,416 ",46 ,683 ,"21,637 ","6,099 ",583 ,179 ,48 ,578 ,"1,136 ","4,118 ",83 ,856 ,"3,116 ","6,986 ",690 ,"1,374 ",0 ,439 ,"14,166 ","66,789 ","13,546 ",316 ,"1,014 ","4,127 ","11,088 ","1,250 ","2,874 ","7,893 ",52 ,"1,810 ","6,702 ","1,728 ","2,124 ","1,599 ","1,175 ","5,959 ","89,872 ","1,234 ",43 ,"27,902,973 ",0 ,0 ,0 ,0 ,"-54,116 ",0 ,"77,318 ","23,202 ","27,926,175 ","27,352,839 ","572,474 ",862 ,"573,336 ",0 ,0 ," 27,926,175 ",,
