순취득",수출,최종수요계,총수요계,,
061,석탄,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,79 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"27,978 ",0 ,0 ,0 ,67 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,319 ,308 ,389 ,69 ,61 ,274 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,"126,013 ",0 ,0 ,0 ,0 ,0 ,399 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,135 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,"156,111 ",0 ,0 ,0 ,0 ,"37,588 ",0 ,665 ,"38,253 ","194,364 ",,
062,원유 및 천연가스,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"72,582 ",0 ,0 ,0 ,"9,482 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"74,188 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"156,252 ",0 ,0 ,0 ,0 ,"-110,076 ",0 ,"9,251 ","-100,825 ","55,427 ",,
071,금속광물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,223 ,0 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,4 ,0 ,0 ,0 ,6 ,10 ,0 ,48 ,"2,835 ","118,256 ","10,237 ","9,436 ","2,550 ",107 ,1 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,71 ,0 ,0 ,0 ,0 ,0 ,"143,820 ",0 ,0 ,0 ,0 ,"-85,050 ",0 ,"39,476 ","-45,574 ","98,246 ",,
072,비금속광물,0 ,0 ,929 ,207 ,0 ,0 ,599 ,0 ,0 ,0 ,0 ,"1,017 ",0 ,337 ,0 ,119 ,348 ,"4,208 ","5,485 ","10,673 ",0 ,0 ,0 ,0 ,0 ,"1,598 ",0 ,0 ,591 ,0 ,0 ,0 ,"6,740 ","1,625 ",0 ,0 ,0 ,"27,939 ","10,855 ","81,839 ",989 ,0 ,837 ,"67,189 ","7,065 ",505 ,"10,668 ",665 ,"9,639 ",3 ,39 ,"95,102 ","53,859 ","301,475 ","2,054,600 ","371,988 ","13,268 ","30,944 ","11,717 ","10,490 ","17,624 ",0 ,"9,900 ",323 ,"7,730 ","3,900 ","9,857 ","17,647 ",248 ,0 ,17 ,0 ,6 ,0 ,0 ,0 ,67 ,75 ,282 ,463 ,0 ,"2,690 ",581 ,3 ,"1,889 ",160 ,526 ,224 ,13 ,300 ,"2,554 ","1,966 ",684 ,0 ,0 ,792 ,0 ,0 ,0 ,0 ,638 ,987 ,"6,888 ",823 ,0 ,0 ,0 ,0 ,"45,711 ",0 ,"27,538 ","28,721 ","45,052 ","60,323 ","29,863 ","7,006 ","3,238 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"8,431 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,57 ,0 ,"2,138 ",0 ,0 ,200 ,"2,256 ",0 ,"7,462 ",0 ,"1,038 ","14,216 ",0 ,706 ,"7,309 ",0 ,393 ,"1,147 ",0 ,0 ,"1,588 ",16 ,"3,580,417 ","4,457 ",0 ,0 ,0 ,"-11,667 ",0 ,"72,347 ","65,137 ","3,645,554 ",,
081,육류 및 낙농품,584 ,421 ,129 ,"19,943 ","13,537 ",48 ,570 ,369 ,14 ,2 ,1 ,558 ,"1,339,040 ","5,235 ",119 ,178 ,"353,366 ","402,351 ","750,114 ","104,973 ",382 ,"19,981 ",104 ,"1,288 ",233 ,122 ,255 ,479 ,"34,773 ",323 ,116 ,5 ,"1,108 ","1,229 ","1,425 ",116 ,"1,004 ",67 ,325 ,161 ,"1,303 ",116 ,"10,912 ",315 ,212 ,"11,477 ","25,171 ",268 ,"1,586 ",25 ,127 ,193 ,"1,406 ",57 ,377 ,365 ,163 ,672 ,49 ,199 ,403 ,659 ,93 ,"1,224 ",574 ,"1,148 ","3,727 ",593 ,60 ,48 ,79 ,134 ,206 ,67 ,132 ,30 ,49 ,313 ,47 ,94 ,122 ,192 ,58 ,325 ,237 ,261 ,294 ,155 ,98 ,155 ,186 ,566 ,500 ,118 ,11 ,581 ,84 ,27 ,24 ,11 ,277 ,"1,042 ","82,929 ",329 ,197 ,458 ,168 ,"14,084 ","1,888 ",164 ,212 ,272 ,212 ,247 ,270 ,175 ,132 ,"33,750 ",35 ,226 ,637 ,56 ,783 ,879 ,51 ,386 ,30 ,138 ,"13,120,517 ","5,357 ",811 ,"1,261 ",128 ,744 ,"7,790 ",613 ,134 ,"2,218 ",895 ,"1,430 ",560 ,236 ,0 ,243 ,999 ,"36,858 ","11,706 ",463 ,778 ,"5,670 ",491 ,"1,441 ","4,019 ","5,294 ","492,201 ",893 ,"785,402 ","10,443 ","939,909 ","18,861 ","815,487 ","32,338 ",424 ,"1,158 ","4,994 ","19,576,519 ","13,112,044 ",0 ,0 ,0 ,"6,044 ",0 ,"423,682 ","13,541,770 ","33,118,289 ",,
082,수산가공품,203 ,144 ,42 ,106 ,153 ,14 ,194 ,126 ,3 ,1 ,0 ,192 ,"16,157 ","1,093,566 ",43 ,114 ,"47,600 ","140,701 ","407,149 ","7,748 ",130 ,132 ,35 ,19 ,68 ,37 ,100 ,104 ,25 ,113 ,40 ,0 ,41 ,106 ,268 ,38 ,348 ,21 ,109 ,66 ,451 ,47 ,"3,166 ",38 ,72 ,"1,566 ",49 ,94 ,312 ,24 ,49 ,52 ,49 ,20 ,122 ,96 ,75 ,218 ,17 ,58 ,123 ,134 ,24 ,680 ,115 ,184 ,972 ,207 ,27 ,24 ,31 ,32 ,93 ,28 ,45 ,26 ,17 ,110 ,22 ,32 ,42 ,74 ,20 ,35 ,64 ,48 ,78 ,32 ,48 ,47 ,157 ,803 ,146 ,41 ,1 ,62 ,39 ,12 ,11 ,3 ,94 ,61 ,"36,830 ",117 ,66 ,158 ,56 ,"3,429 ",0 ,44 ,74 ,95 ,72 ,85 ,95 ,64 ,45 ,"11,571 ",16 ,77 ,219 ,19 ,275 ,307 ,18 ,133 ,11 ,46 ,"2,856,298 ",174 ,281 ,435 ,41 ,87 ,"1,822 ",212 ,45 ,94 ,307 ,490 ,190 ,80 ,0 ,86 ,357 ,"32,725 ","2,032 ",110 ,157 ,"1,213 ",167 ,80 ,"1,448 ","1,917 ","122,781 ",264 ,"200,247 ",795 ,"160,358 ",456 ,"15,604 ","6,526 ",101 ,292 ,"3,629 ","5,193,298 ","3,600,145 ",0 ,0 ,0 ,"53,033 ",0 ,"2,339,371 ","5,992,549 ","11,185,847 ",,
083,정곡 및 제분,"2,205 ","1,845 ","1,125 ","6,669 ","10,760 ",58 ,"1,008 ",282 ,8 ,4 ,2 ,445 ,"14,631 ","5,629 ","112,104 ","31,555 ","1,419,478 ","95,248 ","593,019 ","210,968 ","75,015 ","2,265 ",83 ,35 ,508 ,84 ,255 ,231 ,43 ,257 ,84 ,10 ,126 ,394 ,614 ,78 ,807 ,48 ,265 ,125 ,"1,034 ",107 ,"2,713 ",375 ,166 ,"2,336 ","12,771 ",213 ,719 ,19 ,114 ,76 ,65 ,46 ,278 ,204 ,135 ,430 ,40 ,134 ,286 ,311 ,56 ,557 ,219 ,404 ,"2,213 ",461 ,22 ,11 ,50 ,127 ,173 ,39 ,105 ,23 ,39 ,245 ,9 ,74 ,98 ,152 ,46 ,64 ,137 ,105 ,182 ,73 ,78 ,108 ,128 ,446 ,295 ,97 ,8 ,124 ,29 ,13 ,11 ,10 ,217 ,114 ,"25,773 ",208 ,129 ,304 ,103 ,"8,041 ",1 ,72 ,164 ,217 ,162 ,201 ,173 ,125 ,103 ,"43,904 ",9 ,175 ,505 ,45 ,621 ,700 ,42 ,307 ,23 ,109 ,"4,919,830 ","29,678 ",643 ,"1,001 ",89 ,201 ,"2,764 ",486 ,100 ,210 ,677 ,"1,079 ",422 ,178 ,0 ,197 ,779 ,"5,536 ","3,663 ",249 ,357 ,"2,312 ",387 ,182 ,663 ,"3,367 ","129,194 ",649 ,"360,444 ","9,705 ","344,238 ",679 ,"1,355 ","14,371 ",209 ,659 ,"3,724 ","8,540,797 ","3,423,657 ",0 ,0 ,0 ,"-23,557 ",0 ,"125,826 ","3,525,926 ","12,066,723 ",,
084,제당 및 전분,130 ,89 ,27 ,120 ,"11,647 ",15 ,101 ,69 ,4 ,2 ,0 ,114 ,"152,797 ","8,175 ","1,490 ","174,725 ","231,830 ","268,860 ","478,979 ","103,780 ","39,205 ","237,375 ",166 ,9 ,39 ,21 ,48 ,56 ,14 ,64 ,22 ,3 ,"8,662 ","3,694 ",156 ,24 ,201 ,12 ,106 ,32 ,263 ,27 ,"37,505 ","1,521 ",43 ,361 ,253 ,55 ,181 ,5 ,28 ,27 ,17 ,12 ,71 ,53 ,35 ,118 ,10 ,34 ,74 ,76 ,14 ,142 ,56 ,102 ,561 ,118 ,25 ,22 ,23 ,113 ,70 ,24 ,27 ,7 ,10 ,62 ,22 ,18 ,24 ,38 ,11 ,17 ,34 ,27 ,46 ,22 ,19 ,27 ,33 ,114 ,81 ,27 ,3 ,32 ,47 ,4 ,8 ,5 ,54 ,37 ,"3,199 ",73 ,39 ,94 ,34 ,"1,911 ",0 ,19 ,43 ,55 ,43 ,53 ,53 ,41 ,27 ,"5,819 ",16 ,46 ,129 ,11 ,157 ,178 ,11 ,78 ,6 ,28 ,"326,876 ",102 ,163 ,253 ,64 ,51 ,701 ,122 ,28 ,53 ,185 ,295 ,114 ,48 ,0 ,49 ,202 ,"1,147 ",938 ,63 ,92 ,588 ,99 ,46 ,168 ,857 ,"7,700 ",144 ,"29,676 ",484 ,"26,999 ",163 ,363 ,"3,908 ",54 ,177 ,"2,349 ","2,183,242 ","182,063 ",0 ,0 ,0 ,"8,983 ",0 ,"281,948 ","472,994 ","2,656,236 ",,
085,"떡, 과자 및 면류",762 ,656 ,177 ,425 ,"1,094 ",598 ,"4,698 ",739 ,27 ,3 ,2 ,"1,023 ","57,832 ","4,891 ",339 ,"1,957 ","13,842 ","1,228 ","75,577 ","1,056 ","1,167 ","1,917 ",106 ,94 ,424 ,587 ,522 ,712 ,181 ,"1,232 ",430 ,17 ,929 ,"1,347 ","1,334 ",313 ,"6,663 ",337 ,"1,078 ",607 ,"10,846 ",244 ,"2,646 ",303 ,580 ,"1,038 ",403 ,"1,168 ","4,978 ",43 ,365 ,337 ,264 ,91 ,"1,199 ","1,394 ",202 ,"11,959 ",285 ,618 ,"1,543 ","1,764 ",504 ,"2,772 ","2,540 ","2,056 ","6,453 ","1,001 ",67 ,41 ,237 ,178 ,399 ,182 ,659 ,58 ,157 ,770 ,69 ,458 ,331 ,747 ,244 ,"2,414 ",309 ,641 ,815 ,409 ,354 ,317 ,646 ,"1,790 ",714 ,"1,033 ",27 ,"1,096 ",51 ,53 ,33 ,89 ,686 ,585 ,"21,748 ","1,409 ","1,493 ","3,397 ",411 ,"10,831 ","7,078 ",366 ,498 ,476 ,673 ,507 ,453 ,452 ,148 ,"272,985 ",16 ,854 ,"3,340 ",394 ,"15,107 ","7,175 ","3,975 ","9,724 ",75 ,"1,859 ","2,340,914 ","34,131 ","2,671 ","2,463 ",853 ,"1,372 ","23,196 ","5,693 ",386 ,"2,743 ","7,907 ","5,540 ","5,211 ","3,684 ",0 ,325 ,"4,952 ","52,733 ","231,911 ","1,310 ","1,828 ","19,777 ","4,731 ","2,532 ","31,413 ","53,001 ","75,313 ","1,711 ","184,619 ","25,941 ","103,458 ","9,388 ","50,372 ","188,830 ","1,710 ","24,668 ",751 ,"4,134,660 ","6,898,272 ",0 ,0 ,0 ,"19,430 ",0 ,"1,463,617 ","8,381,319 ","12,515,979 ",,
086,조미료 및 유지,384 ,280 ,296 ,"2,676 ",978 ,42 ,466 ,241 ,3 ,1 ,1 ,350 ,"378,759 ","185,169 ",83 ,"9,580 ","1,050,575 ","619,048 ","859,133 ","317,276 ","61,944 ","136,701 ",70 ,51 ,134 ,93 ,242 ,221 ,439 ,193 ,87 ,0 ,100 ,399 ,495 ,67 ,"-30,851 ",689 ,"8,177 ",263 ,"1,072 ",84 ,"6,428 ","1,819 ","12,465 ","530,161 ","132,053 ",177 ,"4,135 ",29 ,92 ,83 ,99 ,43 ,227 ,391 ,113 ,395 ,51 ,157 ,246 ,430 ,48 ,"1,649 ","2,848 ",563 ,"2,284 ",413 ,48 ,26 ,52 ,70 ,126 ,42 ,111 ,32 ,40 ,223 ,27 ,80 ,99 ,139 ,204 ,229 ,119 ,147 ,183 ,134 ,80 ,96 ,319 ,418 ,"1,168 ",202 ,5 ,-194 ,"-16,114 ",15 ,"-8,146 ",7 ,191 ,101 ,"17,994 ","196,440 ",112 ,270 ,110 ,"5,501 ","-77,839 ",132 ,300 ,325 ,186 ,181 ,198 ,130 ,152 ,"160,588 ",19 ,331 ,603 ,55 ,491 ,541 ,41 ,279 ,22 ,92 ,"2,862,399 ","3,321 ",602 ,812 ,102 ,230 ,"2,338 ",382 ,217 ,173 ,709 ,998 ,565 ,190 ,0 ,310 ,587 ,"23,181 ","2,977 ",235 ,418 ,"1,944 ",300 ,220 ,539 ,"2,692 ","53,708 ",494 ,"135,421 ","-20,966 ","163,528 ",517 ,"12,433 ","11,649 ",363 ,541 ,"9,836 ","7,864,908 ","2,456,199 ",0 ,0 ,0 ,"-25,125 ",0 ,"699,557 ","3,130,631 ","10,995,539 ",,
087,기타 식료품,"2,992 ","2,115 ",626 ,"1,760 ","2,672 ",437 ,"5,128 ","6,786 ",53 ,11 ,11 ,"5,435 ","328,800 ","72,654 ","1,137 ","1,140 ","189,049 ","235,013 ","1,034,645 ","60,000 ","35,963 ","938,051 ","2,836 ",434 ,"2,228 ","2,181 ","1,739 ","4,588 ",962 ,"3,413 ","1,525 ",65 ,"2,584 ","4,866 ","9,386 ",530 ,"17,237 ","2,849 ","15,238 ","3,301 ","45,697 ","1,825 ","26,578 ","1,307 ","3,878 ","21,811 ","1,422 ","4,094 ","17,401 ",230 ,"1,008 ","1,162 ","1,023 ",402 ,"6,198 ","5,673 ",765 ,"10,996 ",556 ,"2,315 ","7,382 ","7,902 ","1,102 ","8,206 ","5,237 ","5,996 ","18,226 ","5,636 ",604 ,128 ,"1,011 ",272 ,"1,047 ",649 ,"2,500 ",181 ,682 ,"3,507 ",259 ,927 ,"1,361 ","2,668 ",979 ,"6,382 ","1,206 ","1,867 ","2,860 ","1,269 ","1,045 ","1,500 ","3,640 ","6,065 ","2,791 ","2,567 ",158 ,"4,011 ",186 ,185 ,342 ,479 ,"2,249 ","1,261 ","172,408 ","10,213 ","1,755 ","7,868 ","2,559 ","47,477 ","11,570 ",791 ,"1,725 ","1,799 ","2,280 ","1,286 ","2,494 ","1,522 ",831 ,"702,076 ",109 ,"2,403 ","6,518 ",296 ,"36,805 ","14,922 ","9,989 ","21,274 ",223 ,"4,960 ","5,055,114 ","117,522 ","10,095 ","5,156 ","1,195 ","4,225 ","24,020 ","7,908 ","1,442 ","10,156 ","23,072 ","21,375 ","14,577 ","16,085 ",0 ,"1,026 ","7,925 ","234,016 ","134,095 ","3,993 ","6,920 ","28,390 ","13,300 ","4,141 ","49,083 ","117,517 ","154,508 ","4,018 ","313,434 ","256,526 ","176,736 ","18,250 ","51,225 ","314,642 ","4,257 ","18,996 ","16,483 ","11,578,882 ","11,816,654 ",0 ,0 ,0 ,"113,894 ",0 ,"1,731,621 ","13,662,169 ","25,241,051 ",,
088,사료,"2,253 ","2,695 ",35 ,"3,684,380 ","5,107,385 ",20 ,"285,755 ",91 ,3 ,1 ,2 ,147 ,72 ,18 ,31 ,45 ,127 ,179 ,105 ,"531,319 ",100 ,23 ,27 ,12 ,50 ,27 ,61 ,79 ,16 ,86 ,26 ,5 ,41 ,128 ,202 ,30 ,263 ,16 ,85 ,43 ,338 ,35 ,"3,339 ",28 ,54 ,74 ,26 ,69 ,235 ,7 ,37 ,26 ,22 ,15 ,90 ,81 ,45 ,166 ,14 ,44 ,93 ,101 ,33 ,221 ,71 ,132 ,724 ,151 ,7 ,4 ,17 ,186 ,115 ,12 ,35 ,8 ,13 ,81 ,3 ,24 ,34 ,50 ,15 ,21 ,44 ,35 ,59 ,25 ,25 ,35 ,42 ,145 ,98 ,32 ,2 ,41 ,8 ,4 ,4 ,5 ,71 ,41 ,277 ,84 ,50 ,122 ,41 ,"2,353 ",1 ,654 ,53 ,70 ,53 ,67 ,65 ,37 ,34 ,"56,011 ",3 ,57 ,36 ,14 ,203 ,230 ,14 ,100 ,8 ,36 ,361 ,131 ,355 ,327 ,18 ,67 ,"1,354 ","1,293 ",33 ,"1,454 ",220 ,352 ,137 ,58 ,0 ,64 ,255 ,"1,887 ","3,042 ",81 ,116 ,"10,281 ",139 ,"32,951 ",216 ,"1,102 ","20,688 ",180 ,909 ,"53,021 ","1,760 ","134,057 ","591,018 ","4,672 ",69 ,"4,351 ",270 ,"10,551,557 ","621,086 ",0 ,0 ,0 ,"37,386 ",0 ,"171,418 ","829,890 ","11,381,447 ",,
091,주류,103 ,133 ,39 ,108 ,121 ,33 ,208 ,115 ,4 ,4 ,0 ,188 ,292 ,"3,337 ",32 ,52 ,"2,880 ","20,117 ","25,305 ","154,833 ","545,194 ",27 ,169 ,14 ,64 ,31 ,89 ,102 ,27 ,80 ,40 ,2 ,47 ,158 ,239 ,36 ,307 ,24 ,98 ,46 ,402 ,43 ,291 ,38 ,60 ,88 ,32 ,83 ,851 ,26 ,42 ,54 ,79 ,19 ,107 ,82 ,66 ,196 ,14 ,53 ,112 ,126 ,22 ,220 ,88 ,154 ,858 ,185 ,71 ,27 ,29 ,131 ,122 ,34 ,42 ,30 ,16 ,101 ,24 ,27 ,36 ,66 ,20 ,27 ,55 ,41 ,69 ,114 ,30 ,43 ,49 ,173 ,158 ,40 ,4 ,60 ,53 ,14 ,10 ,6 ,90 ,59 ,"9,844 ",105 ,56 ,166 ,47 ,"3,070 ",4 ,29 ,65 ,83 ,64 ,104 ,83 ,57 ,38 ,"248,067 ",18 ,65 ,151 ,13 ,244 ,273 ,17 ,118 ,13 ,41 ,"4,998,098 ",157 ,248 ,389 ,82 ,76 ,"2,625 ",192 ,43 ,167 ,911 ,857 ,636 ,402 ,0 ,72 ,303 ,"6,591 ","5,093 ",339 ,478 ,"3,764 ",158 ,"5,318 ",547 ,"1,307 ","37,919 ",240 ,"262,081 ",736 ,"1,265 ",255 ,506 ,"5,947 ",97 ,261 ,788 ,"6,362,743 ","2,125,100 ",0 ,0 ,0 ,"-37,179 ",0 ,"332,179 ","2,420,100 ","8,782,843 ",,
092,비알콜음료 및 얼음,"1,299 ","1,134 ",267 ,"1,218 ","2,142 ",412 ,"63,952 ","2,743 ",9 ,3 ,17 ,"2,364 ","2,240 ","1,586 ",431 ,"1,198 ","1,926 ",203 ,"29,979 ",408 ,106 ,"2,980 ",30 ,166 ,923 ,"1,034 ",496 ,"2,626 ",422 ,"1,360 ",718 ,10 ,"1,226 ","1,966 ","4,963 ",70 ,"7,658 ","1,191 ","4,209 ","1,623 ","16,544 ",553 ,"3,667 ",511 ,"1,653 ","2,162 ",573 ,"1,873 ","8,571 ",86 ,322 ,379 ,375 ,107 ,"1,580 ","1,891 ",97 ,"3,206 ",136 ,691 ,"3,219 ","2,557 ",320 ,"2,550 ","1,659 ","1,473 ","3,856 ","2,671 ",23 ,3 ,373 ,95 ,301 ,235 ,569 ,81 ,126 ,745 ,93 ,298 ,285 ,"1,526 ",301 ,"2,439 ",263 ,598 ,854 ,346 ,322 ,377 ,760 ,"1,713 ",617 ,"1,220 ",186 ,"1,430 ",47 ,133 ,81 ,41 ,980 ,491 ,"10,702 ","5,751 ","2,629 ","1,241 ","1,303 ","12,588 ","8,348 ",361 ,486 ,512 ,824 ,718 ,650 ,418 ,269 ,"341,833 ",44 ,448 ,"2,931 ",95 ,"25,608 ","7,465 ","11,483 ","12,945 ",78 ,"3,223 ","2,126,574 ","127,195 ",603 ,"1,146 ",533 ,"1,581 ","36,337 ","6,632 ",452 ,"4,922 ","12,169 ","7,073 ","9,308 ","4,692 ",0 ,113 ,"2,109 ","11,923 ","161,806 ",980 ,854 ,"10,611 ","7,149 ","5,528 ","48,617 ","50,362 ","32,386 ","2,513 ","142,092 ","13,869 ","24,133 ","5,811 ","29,852 ","226,077 ","3,248 ","38,873 ",407 ,"3,840,025 ","2,799,444 ",0 ,0 ,0 ,"52,155 ",0 ,"565,457 ","3,417,056 ","7,257,081 ",,
100,담배,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"191,188 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"13,320 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"204,508 ","9,190,901 ",0 ,0 ,0 ,"94,807 ",0 ,"1,246,068 ","10,531,776 ","10,736,284 ",,
111,섬유사,0 ,0 ,0 ,0 ,0 ,0 ,"2,509 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"7,033 ",0 ,0 ,0 ,0 ,"1,164 ",0 ,0 ,0 ,"115,890 ","534,353 ",0 ,"29,040 ","687,222 ","9,452 ",0 ,0 ,0 ,"37,873 ","5,193 ",80 ,0 ,0 ,0 ,48 ,1 ,"2,003 ",0 ,"1,118 ",53 ,3 ,0 ,6 ,"1,163 ","9,712 ","1,565 ","71,525 ",0 ,0 ,0 ,0 ,354 ,0 ,27 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,"3,271 ",0 ,0 ,0 ,0 ,0 ,3 ,31 ,"1,391 ",4 ,0 ,0 ,0 ,"21,286 ",12 ,"6,643 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,543 ,156 ,0 ,3 ,16 ,0 ,0 ,0 ,339 ,"5,126 ","18,551 ","28,967 ",0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,214 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"6,892 ",0 ,0 ,0 ,87 ,0 ,0 ,0 ,0 ,4 ,0 ,2 ,"3,609 ","2,880 ",0 ,0 ,2 ,194 ,0 ,115 ,"1,617,732 ","49,705 ",0 ,0 ,0 ,"-11,310 ",0 ,"722,639 ","761,034 ","2,378,766 ",,
